uni_id,P1_domestic_student,P2_international_student,P3_accessibility_expert,P4_researcher,P5_literature_aligned,trackA_consensus,trackA_sd,trackA_min,trackA_max,trackA_grade
1013,75.52072243850778,68.37515670976853,73.42802266976283,73.30802178085837,72.13005956870741,72.55239663352098,2.6351636751865364,68.37515670976853,75.52072243850778,Very Good
1014,71.12476288319907,65.7661689186674,73.6753996782856,69.95551430360466,70.36634896854643,70.17763895046065,2.8582071532762083,65.7661689186674,73.6753996782856,Very Good
1015,81.55794333572626,75.1768785514876,81.65248367631811,79.87518850521485,79.8804892998325,79.62859667371586,2.634414014906467,75.1768785514876,81.65248367631811,Excellent
1016,61.06958203716999,56.078615298715796,65.07597162399298,63.00886541828093,63.51029592406476,61.74866606044488,3.4775363140576165,56.078615298715796,65.07597162399298,Fair
1017,79.11143141102337,72.27474247427614,79.37253372816464,76.71408728547307,77.77306735678393,77.04917245114423,2.8758653979211344,72.27474247427614,79.37253372816464,Excellent
1018,76.27667544069553,71.28971524288107,80.09218353673127,76.01583416084343,77.0654327191513,76.14796822006052,3.1636696461496174,71.28971524288107,80.09218353673127,Excellent
1019,74.61407298928503,69.16982491292441,74.2652389580176,73.59428255421443,71.89826881667597,72.7083376462235,2.237071251926245,69.16982491292441,74.61407298928503,Very Good
1020,78.0831060062216,73.26776740847092,77.71047200287151,74.37405587154332,75.56540480178671,75.80016121817881,2.083448441979752,73.26776740847092,78.0831060062216,Excellent
1021,68.18124351918323,61.44704474754727,71.21874700885378,67.13303604327146,66.71659073143495,66.93933241005814,3.5393534449118893,61.44704474754727,71.21874700885378,Good
1022,70.38541062986891,66.18105886043976,68.30571744170588,69.14464007409325,67.47403073739065,68.2981715486997,1.5995708095142003,66.18105886043976,70.38541062986891,Good
1023,75.12876764776263,69.53582515753371,77.51864062375368,75.43934651730473,74.77351959798996,74.47921990886894,2.9624988449763254,69.53582515753371,77.51864062375368,Very Good
1024,74.40313472122517,68.95006779931403,76.34931004227487,74.91861957431912,73.94161390284756,73.71254920799615,2.811481885912687,68.95006779931403,76.34931004227487,Very Good
1025,68.39815745393635,63.53440216957805,74.60673506420994,70.77118249818594,70.24490675600222,69.5110767883825,4.0327203916621235,63.53440216957805,74.60673506420994,Very Good
1026,61.27897004599719,57.28753039270427,64.22751708675654,62.38985379852156,60.06601402270613,61.04997706933714,2.6013773403099525,57.28753039270427,64.22751708675654,Fair
1027,63.765542474276145,58.58692382547659,66.72964353513599,58.958645026430275,62.804920915689564,62.16913515540172,3.4238305091970527,58.58692382547659,66.72964353513599,Fair
1028,70.07487796123475,63.264985243678716,71.06264666586902,69.90343602208718,68.74077520938022,68.60934422044997,3.0992177481821535,63.264985243678716,71.06264666586902,Good
1029,70.44272765414374,65.43125790859058,74.08285635319454,69.90710890697947,69.96751328643217,69.96629282186811,3.0717719376124624,65.43125790859058,74.08285635319454,Very Good
1030,79.02605843017622,72.33182187938507,78.95632977695954,76.84730017910636,77.05042372032987,76.84238679719141,2.7214736863907727,72.33182187938507,79.02605843017622,Excellent
1031,74.10360364521017,65.9778145967935,73.81467155419958,72.87734946966697,72.55879074483529,71.8664460021411,3.353270940927461,65.9778145967935,74.10360364521017,Very Good
1032,70.99704940575894,65.15898616893995,73.89204075137592,71.25163642465266,70.83093009715242,70.42612856957598,3.1986956098242794,65.15898616893995,73.89204075137592,Very Good
1033,73.93799752731913,66.87290420355747,72.53682150833532,71.173350429288,70.28670128419877,70.96155499053974,2.6719854447379103,66.87290420355747,73.93799752731913,Very Good
1034,69.74328088059345,64.98034821727686,73.75615399617134,71.34128858752989,70.19258500502512,70.00273133731933,3.2096576268816857,64.98034821727686,73.75615399617134,Very Good
1035,66.96696306931483,62.112810401212414,69.52738252771795,66.83842189418915,66.31174369625907,66.35146431773869,2.677227466185233,62.112810401212414,69.52738252771795,Good
1036,74.07153359389541,67.72937172635666,75.77220710031641,72.19916180090738,71.7904741299088,72.31254967027694,3.0147219490851764,67.72937172635666,75.77220710031641,Very Good
1037,74.32380952380953,70.88253968253967,77.67936507936508,73.09004562688773,73.97666666666666,73.99048531585375,2.4591282797680263,70.88253968253967,77.67936507936508,Very Good
1038,63.92987187923747,57.53618010688363,65.92963370922071,61.642198343106834,63.40394924623115,62.48836665693595,3.162226278697147,57.53618010688363,65.92963370922071,Good
1039,82.1057111270639,74.6341914014517,80.13682265693546,79.37819513298126,78.87988599888331,79.02696126346312,2.74553803745668,74.6341914014517,82.1057111270639,Excellent
1040,71.33987719550132,65.4434424184414,72.7303480218553,69.78058749773545,70.30926770742602,69.9207045681919,2.744295799791411,65.4434424184414,72.7303480218553,Very Good
1041,79.77104069554119,76.09751589694504,81.01194228683099,77.31637334904069,78.70160448464544,78.57969534260067,1.9433983152233891,76.09751589694504,81.01194228683099,Excellent
1042,73.99963512802107,69.45785964744357,77.17816834968492,74.37286033263806,74.30003754103852,73.86171219976524,2.777823921238104,69.45785964744357,77.17816834968492,Very Good
1043,73.3046582116934,67.52096992901012,72.62693626864481,72.69291060404525,72.67350725851479,71.76379645438168,2.388078153493411,67.52096992901012,73.3046582116934,Very Good
1044,68.17790966627626,62.30581966395291,69.85163598650665,67.98843995889365,66.10562888729274,66.88588683258445,2.8838529857411612,62.30581966395291,69.85163598650665,Good
1045,64.05538475446012,57.430643801015655,68.19715122570524,65.3411927680301,63.96138899311371,63.797152308464966,3.9487383957620947,57.430643801015655,68.19715122570524,Good
1046,77.32902940097313,70.751997319933,74.41166228762862,74.87367362924772,74.54446660859855,74.3821658492762,2.3521755790054364,70.751997319933,77.32902940097313,Very Good
1047,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1049,58.75115657653346,51.62581159767089,60.67943337720347,57.87026304971293,58.49603015075376,57.484538950374905,3.439049808161114,51.62581159767089,60.67943337720347,Fair
1050,69.73502592326713,64.21372577171573,73.11417863125149,68.32306950212795,69.23922596314908,68.92504515830227,3.1961900258348037,64.21372577171573,73.11417863125149,Good
1051,77.21781228364043,69.68384895908113,74.41419028475713,73.94415756877054,72.75575514014517,73.60315284727888,2.73490651705163,69.68384895908113,77.21781228364043,Very Good
1052,74.36185598362182,70.66116874318683,75.73740888702774,73.81069976603666,72.73261534040573,73.46074974405578,1.902988952697327,70.66116874318683,75.73740888702774,Very Good
1053,67.84551726888411,62.908255563531945,69.32020668820293,65.20249505996664,65.90609156895589,66.2365132299083,2.467474948492821,62.908255563531945,69.32020668820293,Good
1054,81.11898862566804,78.2398418760469,80.19238449389806,79.02780729636227,78.51960101842546,79.41972466208014,1.2083507787319387,78.2398418760469,81.11898862566804,Excellent
1055,63.155441293770444,59.91869027678073,65.60799747746671,64.93808426813716,64.05028855388052,63.53410037400712,2.2222310342270823,59.91869027678073,65.60799747746671,Good
1056,78.70143642019623,69.16200443487278,78.39353133923586,76.0721806340358,76.24332300614182,75.7144951668965,3.8549249484778154,69.16200443487278,78.70143642019623,Excellent
1057,71.12163595756562,62.373933157852754,72.7388853992183,67.4788404460449,69.00820770519263,68.54430053317483,3.989393710083529,62.373933157852754,72.7388853992183,Good
1058,79.56190210310815,72.50884049879025,77.84516564302997,77.89230271917393,76.13109277870835,76.78786074856214,2.682086389698779,72.50884049879025,79.56190210310815,Excellent
1059,81.5157227938635,76.70504373720455,81.3721961327803,79.21162699300758,79.31321421924437,79.62356077522006,1.9635267279456212,76.70504373720455,81.5157227938635,Excellent
1060,73.71451157374172,67.7458363563851,75.32160705112865,73.86088422757705,72.64406063428251,72.65737996862302,2.9063505354051924,67.7458363563851,75.32160705112865,Very Good
1061,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1062,81.42527112280983,76.11668173672597,82.83233254101195,81.87190345739364,81.20905494732924,80.69104876105413,2.6320980509357854,76.11668173672597,82.83233254101195,Excellent
1063,55.93806858255076,49.74962940046617,59.693188677208816,56.284256385671206,55.72621072611648,55.478270754402686,3.588361951091974,49.74962940046617,59.693188677208816,Fair
1064,66.80983897264097,61.7058477147643,69.22488978224455,65.94615206848458,65.37003527191513,65.8113527620099,2.7256794278849767,61.7058477147643,69.22488978224455,Good
1065,74.3638430459174,69.14983422934779,76.71422300124962,74.03144035052198,73.54890669048947,73.56164946350525,2.750782341929349,69.14983422934779,76.71422300124962,Very Good
1066,76.05822980511022,69.12641229427561,78.15059552258649,74.0896255451152,75.94355783956821,74.67368420133114,3.4180333543799457,69.12641229427561,78.15059552258649,Very Good
1067,74.51948506600084,68.42331173075834,74.41034449206948,73.38470703357018,72.49996370767401,72.64756240601457,2.5010476041538476,68.42331173075834,74.51948506600084,Very Good
1068,73.12868309802984,67.17155619366675,74.23161442131291,71.99673865762203,72.09093662758235,71.72390579964278,2.7016216482579334,67.17155619366675,74.23161442131291,Very Good
1069,70.99059184812955,62.30353354071947,66.87904452819654,69.91776019096835,68.20238079285316,67.65866218017342,3.383271918303793,62.30353354071947,70.99059184812955,Good
1070,73.48516949828506,66.13602137672488,76.24031327271275,72.32530771911095,72.13598257956448,72.06455888927962,3.6971511839097433,66.13602137672488,76.24031327271275,Very Good
1071,67.99055164712452,62.995551088777226,72.55142127303183,66.85778756128823,68.07135916247906,67.69333414654017,3.413193352193953,62.995551088777226,72.55142127303183,Good
1072,71.4007750059823,64.744196378719,72.54577169079525,70.69469056128274,70.68691658291458,70.01447004393877,3.04220307842319,64.744196378719,72.54577169079525,Very Good
1073,74.62445752572387,68.29688569833293,75.97285646486401,73.53620877473934,73.50699019542155,73.18747973181634,2.913967982290703,68.29688569833293,75.97285646486401,Very Good
1074,71.25482471085587,65.68623957884662,74.0026678152668,69.7593494270401,70.9717713813512,70.33497058267213,3.0267841649619336,65.68623957884662,74.0026678152668,Very Good
1075,72.12611507271808,66.43846257743746,72.50983017601233,72.33932352075911,70.7329134263912,70.82932895466362,2.5531757517510605,66.43846257743746,72.50983017601233,Very Good
1076,66.52330674536704,60.84840498790247,68.08927547791869,65.24682514816871,63.71889445375022,64.88534136262143,2.772014097285423,60.84840498790247,68.08927547791869,Good
1077,67.15890753370024,59.097708383185775,64.73196640444286,62.74114646718587,62.4816611948632,63.24227799667559,2.9818738442731467,59.097708383185775,67.15890753370024,Good
1078,74.02048137512962,67.40379277339076,75.06714525005982,71.46505403923415,70.75270519262982,71.74183572608884,3.005141984913405,67.40379277339076,75.06714525005982,Very Good
1079,72.06109766869686,64.8879664966513,74.96551013775823,71.27369627681101,71.34445038104084,70.90654419219166,3.686395198500427,64.8879664966513,74.96551013775823,Very Good
1080,70.11635558746113,63.883544707665315,72.77832864720429,69.75783983861211,69.70879955332217,69.248973666853,3.2583320317397857,63.883544707665315,72.77832864720429,Good
1081,85.93168121560181,80.49788510808008,83.92409090292733,82.80346519255232,83.47155809268565,83.32573610236945,1.9646724028788263,80.49788510808008,85.93168121560181,Excellent
1082,69.01970825556354,62.25154866395469,71.49782774188402,66.42591780004064,67.97926842211055,67.43485417671067,3.435131444496809,62.25154866395469,71.49782774188402,Good
1083,80.05589882747068,72.78134469171255,77.78177082635399,77.8510949728399,76.50177019318815,76.99437590231305,2.679513636820681,72.78134469171255,80.05589882747068,Excellent
1084,77.45929629097871,72.74531821009812,77.01199059583634,73.94977697096758,75.02364348185372,75.23800510994688,2.0000081025717558,72.74531821009812,77.45929629097871,Excellent
1085,67.57857229002153,60.82975155140783,71.23473379197574,67.90062450185506,67.06269371747626,66.92127517054728,3.7790127382269745,60.82975155140783,71.23473379197574,Good
1086,67.24811730610726,61.02170322512032,65.80980770253383,66.23760570089054,64.9881354922762,65.06107388538562,2.40051159683514,61.02170322512032,67.24811730610726,Good
1087,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1088,75.60820604610353,68.89418559463986,75.30080920076573,72.71257582275494,72.7344540212172,73.05004613709625,2.696978769560648,68.89418559463986,75.60820604610353,Very Good
1089,79.76146418202123,73.89246700167506,75.99396840452263,77.2177747048332,75.41390456281407,76.45591577117324,2.200995891238809,73.89246700167506,79.76146418202123,Excellent
1090,64.71274268166228,58.58780569514237,66.86876585307489,64.90162062158359,63.59579134561698,63.73334523941602,3.108474200407549,58.58780569514237,66.86876585307489,Good
1091,69.62949842466301,63.20740863045386,65.24959596095556,66.93421802250764,66.78187538805138,66.36051928532629,2.364801960749924,63.20740863045386,69.62949842466301,Good
1092,72.9322688575151,67.78427098455239,75.6587708117306,73.5119160315426,72.49298266145541,72.47604186935922,2.8906721922057876,67.78427098455239,75.6587708117306,Very Good
1093,81.34831046236474,76.46564279599053,80.26693232166122,78.34519567621541,78.26629841578261,78.9384759344029,1.9033396068968063,76.46564279599053,81.34831046236474,Excellent
1094,75.86455337955164,71.46334445191387,73.29859383992718,73.3481494453401,72.48231201254865,73.2913906258563,1.6294785226771562,71.46334445191387,75.86455337955164,Very Good
1095,77.40684108372551,71.09942835872485,76.88503064263115,77.18029153543567,75.97222482784291,75.70876328967202,2.633811351735371,71.09942835872485,77.40684108372551,Excellent
1096,67.80916014995611,61.012736316503144,71.18491964186008,67.7340009076938,67.4547303450586,67.03910947221434,3.699780677214247,61.012736316503144,71.18491964186008,Good
1097,76.3413341309723,69.06220499322008,71.00260506899576,74.33440442234306,72.5987821663875,72.66786615638374,2.830652586534754,69.06220499322008,76.3413341309723,Very Good
1098,55.12466865059047,54.12717233536871,61.82845828324759,60.11077052647329,57.618927301197175,57.76199941937544,3.2496447709984713,54.12717233536871,61.82845828324759,Fair
1099,82.29861487330834,76.76408593230704,75.49239418654118,78.32802021094483,77.05520510701656,77.98766406202358,2.6121415591047414,75.49239418654118,82.29861487330834,Excellent
1100,80.36034875967138,74.09663441014595,78.28653147882268,79.68443862213192,76.49295692015635,77.78418203818566,2.5379733468222745,74.09663441014595,80.36034875967138,Excellent
1101,76.60055867212672,70.79156818764595,76.80365581455492,75.06021408195393,75.13094566635631,74.87738848452756,2.422367915083412,70.79156818764595,76.80365581455492,Excellent
1102,68.42199561830317,63.35194057057776,71.57196393209433,69.884708107855,68.22454534375582,68.29103071451723,3.070851428054836,63.35194057057776,71.57196393209433,Good
1103,74.06713591768366,70.68534354311238,75.20056486799075,73.06009485380763,72.30804381909547,73.06423660033798,1.7176060638348118,70.68534354311238,75.20056486799075,Very Good
1104,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1105,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1106,69.05029891255218,64.56269989098934,71.0760898114913,64.42659937977918,68.14629877982505,67.4523973549274,2.90136779875432,64.42659937977918,71.0760898114913,Good
1107,72.38028106139163,67.43097880939087,70.62835336736593,72.32811403977021,71.32322958496185,70.8181913725761,2.030043205771877,67.43097880939087,72.38028106139163,Very Good
1108,70.2810361330462,62.89215920874213,63.46587351439739,68.19279851477683,65.58993858179787,66.08436119055207,3.136426048946266,62.89215920874213,70.2810361330462,Good
1109,77.92085688761267,72.20524233867751,75.5512946318896,76.87246355445372,76.22591824008933,75.75515513054457,2.1681616667575616,72.20524233867751,77.92085688761267,Excellent
1110,76.47923487277659,72.25381944643856,77.35323361649517,73.3540795454685,75.02463889223897,74.89300127468354,2.1165874348204707,72.25381944643856,77.35323361649517,Excellent
1111,72.21490020472736,66.89639388476778,73.9140583565978,72.60864086876127,70.4345158004839,71.21370182306762,2.715071695218869,66.89639388476778,73.9140583565978,Very Good
1112,72.89916679163012,67.91469402036637,70.81029507192045,72.9049519334995,70.75514891717847,71.05685134691899,2.0514975623676244,67.91469402036637,72.9049519334995,Very Good
1113,71.91966279014117,67.32541960596635,76.0576999202361,72.91375641474515,72.32564938246789,72.10843762271134,3.130706361428241,67.32541960596635,76.0576999202361,Very Good
1114,81.51648275284779,73.86282836153126,76.76950368087063,78.39996470810053,77.00621831403917,77.51099956347788,2.781543096066463,73.86282836153126,81.51648275284779,Excellent
1115,63.80239424636409,57.26849591874718,67.89927099119939,64.3368155603543,63.78620277312488,63.41863589795797,3.8414106254344587,57.26849591874718,67.89927099119939,Good
1116,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1117,79.53397200287151,74.47828092845178,75.66990374491506,75.58033873887139,75.60795640424344,76.17409036387065,1.9424100409360705,74.47828092845178,79.53397200287151,Excellent
1118,72.40654829704076,66.51542027598309,71.91163553880513,70.4756076559134,69.48035050809604,70.15791245516768,2.343057698369609,66.51542027598309,72.40654829704076,Very Good
1119,75.74740329159023,70.9834268910691,78.99890636250034,76.0350192535843,75.12867569551462,75.37868629885172,2.8746099318398275,70.9834268910691,78.99890636250034,Excellent
1120,68.84916564967696,62.50607593523172,66.64969450925261,66.13217588198043,65.54028757118928,65.9354799094662,2.288850420821932,62.50607593523172,68.84916564967696,Good
1121,70.90856002233389,62.955814628699045,71.25937171970966,68.73703939400106,69.07015746510329,68.58618864596939,3.335318946364695,62.955814628699045,71.25937171970966,Good
1122,42.13204874105979,41.28016454760576,52.755494860546115,46.12204389546215,46.55475051405173,45.768900511745116,4.553301341553773,41.28016454760576,52.755494860546115,Fair
1123,52.77241580920475,47.88865661641541,60.07860857860733,54.83219693738922,55.68299867113345,54.25097532255004,4.444520681594464,47.88865661641541,60.07860857860733,Fair
1124,64.20252918561059,58.8641149876366,67.92192030788866,65.0087853528939,63.74421317922948,63.94831260265183,3.2737405472693837,58.8641149876366,67.92192030788866,Good
1125,72.31460078168622,66.53414692510171,75.3527324120603,70.68862350438654,71.18558905639307,71.21513853592558,3.1826983058586182,66.53414692510171,75.3527324120603,Very Good
1126,75.79661869665789,69.49897012044349,76.21013726170534,73.86748514780056,73.90476980234504,73.85559620579048,2.6596137939138775,69.49897012044349,76.21013726170534,Very Good
1127,79.50930299114621,71.73262745473397,80.4435620642897,79.7837040331792,78.97985634617532,78.08981057790488,3.5927127125570015,71.73262745473397,80.4435620642897,Excellent
1128,72.2603464518359,67.41091748690545,75.39071859030604,73.1729395686097,71.49891545207518,71.94676750994645,2.9256253866230706,67.41091748690545,75.39071859030604,Very Good
1129,75.71537639520353,69.79988594825983,76.99092343596288,74.31453894729093,74.04566024492834,74.1732769943291,2.714774035170787,69.79988594825983,76.99092343596288,Very Good
1130,73.83331937465104,66.46744436468056,68.11906407035177,70.29926538902339,68.75297319932997,69.49441327960736,2.787371193060474,66.46744436468056,73.83331937465104,Very Good
1131,73.11334721225174,67.47058275504506,71.97426708941533,71.97609587814401,70.41657902847571,70.99017439266638,2.1888855252492108,67.47058275504506,73.11334721225174,Very Good
1132,73.13573422668901,68.67575975113664,75.78347989949748,71.20224152702333,71.46216527079842,72.05187613502898,2.625234024137237,68.67575975113664,75.78347989949748,Very Good
1133,73.77619235861849,68.25773457765015,71.9222695501316,67.94296782918512,72.78490520156336,70.93681390342974,2.6734441568757963,67.94296782918512,73.77619235861849,Very Good
1134,67.5470014091622,62.4420605673872,68.7460661774481,68.19580444798376,67.65864693839569,66.91791590807539,2.547196723142947,62.4420605673872,68.7460661774481,Good
1135,72.67352531063563,70.67269105796,74.21410673974373,68.95075529497255,71.45784319959499,71.59378432058138,1.9927634959397735,68.95075529497255,74.21410673974373,Very Good
1136,70.86890005583474,64.7962032384143,72.63030429927414,68.92626470182674,68.97428810720268,69.23919208051052,2.918211681641647,64.7962032384143,72.63030429927414,Good
1138,78.75084961314509,71.72868073701842,79.32362418042594,75.95806789025133,77.64845030485762,76.68193454513968,3.0517123317618267,71.72868073701842,79.32362418042594,Excellent
1139,65.86370696916747,59.21135671759728,66.07303024224895,64.61099600687317,64.85924595223011,64.12366717762339,2.8167851538160877,59.21135671759728,66.07303024224895,Good
1140,63.3978306771955,60.38346181702162,69.79252484246629,60.34834463662055,63.8331047414852,63.551053342957836,3.8519467736692072,60.34834463662055,69.79252484246629,Good
1141,60.25239690516073,55.527909388210894,62.76948233229641,59.87613034648211,60.35583221663875,59.756350237757786,2.625760139985476,55.527909388210894,62.76948233229641,Fair
1142,69.41213117531349,63.114090957727896,68.21293852549654,66.72125812129069,66.70322836453842,66.8327294288734,2.3672641897927718,63.114090957727896,69.41213117531349,Good
1143,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1144,64.64872553242401,57.159541198053766,64.57054853633245,62.550572414801984,63.93447365717476,62.5727722677574,3.140799504018793,57.159541198053766,64.64872553242401,Good
1145,75.8703114518986,68.12720401758932,75.56058573000519,73.75734884244748,74.41005830510562,73.54510166940925,3.1470458505078325,68.12720401758932,75.8703114518986,Very Good
1146,73.90205298316982,66.98511270638909,73.12892990248864,71.1830042174758,71.20721156895588,71.28126227569584,2.6811592113537643,66.98511270638909,73.90205298316982,Very Good
1147,68.61868269921034,63.59153306213609,67.80563133125949,68.24152070196106,67.95060887772195,67.2415953344578,2.0639774558352157,63.59153306213609,68.61868269921034,Good
1148,76.37594673100955,71.95890510754832,73.95913175334344,74.39523941602492,73.4939790991997,74.03664042142519,1.598313188003799,71.95890510754832,76.37594673100955,Very Good
1149,63.5274257956449,58.7418199569275,68.84218626465662,63.633598766662836,64.11607974986042,63.77222210675045,3.5779485076810995,58.7418199569275,68.84218626465662,Good
1150,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1151,73.97154909467974,68.02975225333014,72.08360171891202,72.69629098064063,72.3365615633724,71.823551122187,2.2416113642494113,68.02975225333014,73.97154909467974,Very Good
1152,65.00359237988886,62.88392417112016,67.58386457419373,65.45654172669143,65.65512223711147,65.31660901780114,1.6800710624508906,62.88392417112016,67.58386457419373,Good
1153,67.61552843582993,62.86064927813673,68.03009432081039,69.15775661289545,66.52065745393634,66.83693722032177,2.4148980045775206,62.86064927813673,69.15775661289545,Good
1154,78.03963278828002,71.21173452447422,74.84185459174178,77.05877164293287,75.63201029741298,75.35680076896838,2.6275833250773926,71.21173452447422,78.03963278828002,Excellent
1155,70.59017946877245,66.34025045864242,68.40808496849326,65.05879079866914,67.48934299274147,67.57732973746374,2.1005096377361863,65.05879079866914,70.59017946877245,Good
1156,73.2829436069235,66.44082443965861,75.47632439977666,69.24584413746646,72.19325172529312,71.32783766182368,3.5354956598003575,66.44082443965861,75.47632439977666,Very Good
1157,74.65822897556565,71.23389433942197,77.38048958416421,73.60130535073672,73.91257211985854,74.15729807394942,2.2110632835603647,71.23389433942197,77.38048958416421,Very Good
1158,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1159,68.62935608112939,64.14978563466944,70.69217687654475,69.0472511031243,67.8745139403187,68.07861672715731,2.42639829509086,64.14978563466944,70.69217687654475,Good
1160,67.11136003828668,62.3200123793571,66.8469499322007,68.17254662774705,66.01495413065325,66.09316462164895,2.2456367945732025,62.3200123793571,68.17254662774705,Good
1161,72.98889181356517,65.0828151338704,74.8993852529845,69.6541549467019,70.72969238786526,70.67098790699745,3.7254896679217935,65.0828151338704,74.8993852529845,Very Good
1162,79.14247362207864,73.03879071548218,79.49535064608759,77.80313771892689,77.36827951312115,77.36960644313929,2.5790386990737533,73.03879071548218,79.49535064608759,Excellent
1163,81.58379569806706,74.84724043497913,81.0966272167717,80.60829879750273,79.38566022706122,79.50432447487637,2.728593999357501,74.84724043497913,81.58379569806706,Excellent
1164,77.66439705405334,71.73210003456435,78.5125697229534,76.67106791692541,76.46777990991997,76.2095829276833,2.6338052061883293,71.73210003456435,78.5125697229534,Excellent
1165,77.25378812049668,71.48426125335673,78.17405961686741,76.35420487341274,75.86057742415782,75.82537825765829,2.582772361206029,71.48426125335673,78.17405961686741,Excellent
1166,75.38648533673658,68.85530296987584,74.4338087594055,73.24638790637204,72.12098306346547,72.80859360717109,2.528825272313647,68.85530296987584,75.38648533673658,Very Good
1167,78.30922392916965,72.671584717237,80.42490762542873,78.18170927847902,77.85052899162478,77.48759090838783,2.877079696246348,72.671584717237,80.42490762542873,Excellent
1168,59.362981574539376,55.30055037090212,67.962081239531,62.40804200941731,62.860702400893366,61.578871519056634,4.6744910186257345,55.30055037090212,67.962081239531,Fair
1169,68.96525438880533,60.89951975500657,72.19644742738095,66.33621862726903,67.56119318841102,67.19172667737459,4.142852212221243,60.89951975500657,72.19644742738095,Good
1170,68.19391800271198,65.29010130015155,72.58079335167903,67.4262886309964,67.24403685092129,68.14702762729206,2.699877880930743,65.29010130015155,72.58079335167903,Good
1171,80.13225148117084,77.71372958392314,75.72550599793946,76.95909884099132,76.30106570099086,77.36633032100312,1.7149297915848254,75.72550599793946,80.13225148117084,Excellent
1172,69.5020270559145,62.559232735104096,67.46659838478104,66.35795840173814,65.68389988386376,66.3139432922803,2.5489819164097662,62.559232735104096,69.5020270559145,Good
1173,60.92654383026244,54.49001834569675,65.9913749302066,59.46766047963615,60.770886376326075,60.3292967924256,4.106410358728819,54.49001834569675,65.9913749302066,Fair
1175,67.79648620084551,61.40913615697535,69.53688786192869,67.43367150965935,66.6053487437186,66.5563060946255,3.0695051713354835,61.40913615697535,69.53688786192869,Good
1176,69.29624710855866,63.16487197894233,64.02134481933477,66.64705792312246,64.90031825795646,65.60596801758295,2.4325886465996938,63.16487197894233,69.29624710855866,Good
1177,70.85312731913537,65.79631784318418,74.94810833532743,70.63342451968086,70.71131397654942,70.58845839877546,3.24261945640574,65.79631784318418,74.94810833532743,Very Good
1178,70.62742841190078,65.02227646167346,67.57936866874053,69.00943071504298,68.19409112227805,68.08651907592716,2.059510999419972,65.02227646167346,70.62742841190078,Good
1179,45.0,45.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,Poor
1180,72.94442490228923,69.29204115817181,74.8800230318258,71.7446283147632,71.23974025683975,72.02017153277797,2.071272994438701,69.29204115817181,74.8800230318258,Very Good
