weka_instance,uni_id,name,url,country,region,website_score,grade
40,5134,Charles Darwin University,https://www.cdu.edu.au,Australia,South & Central Asia + Oceania,87.07,A+
41,2302,University of Lausanne,https://www.unil.ch,Switzerland/Austria,Western & Northern Europe,87.0,A+
42,5143,Australian Catholic University,https://www.acu.edu.au,Australia,South & Central Asia + Oceania,86.93,A+
43,6324,Tshwane University of Technology,https://www.tut.ac.za,South Africa,Latin America & Africa,86.93,A+
44,5094,North South University,https://www.northsouth.edu,Bangladesh,South & Central Asia + Oceania,86.82,A+
45,2191,Vrije Universiteit Brussel,https://www.vub.be,Belgium/Ireland/Iceland,Western & Northern Europe,86.82,A+
46,5016,Jawaharlal Nehru University,https://www.jnu.ac.in,India,South & Central Asia + Oceania,86.78,A+
47,5308,KIIT University,https://www.kiit.ac.in,India,South & Central Asia + Oceania,86.68,A+
48,1059,Texas A&M University,https://www.tamu.edu,United States,North America,86.65,A+
49,3024,University of Parma,https://www.unipr.it,Italy,Eastern & Southern Europe,86.59,A+
50,3204,Vilnius Gediminas Technical University,https://www.vilniustech.lt,Baltics,Eastern & Southern Europe,86.56,A+
51,5316,Alagappa University,https://www.alagappauniversity.ac.in,India,South & Central Asia + Oceania,86.44,A+
52,1054,University of Colorado Boulder,https://www.colorado.edu,United States,North America,86.36,A+
53,1099,West Virginia University,https://www.wvu.edu,United States,North America,86.36,A+
54,6140,University of Port Harcourt,https://www.uniport.edu.ng,Sub-Saharan Africa,Latin America & Africa,86.33,A+
55,5126,University of Newcastle,https://www.newcastle.edu.au,Australia,South & Central Asia + Oceania,86.29,A+
56,2061,University of Stuttgart,https://www.uni-stuttgart.de,Germany,Western & Northern Europe,86.13,A+
57,6117,University of South Africa,https://www.unisa.ac.za,South Africa,Latin America & Africa,86.11,A+
58,2017,Durham University,https://www.durham.ac.uk,United Kingdom,Western & Northern Europe,85.96,A+
59,2030,Loughborough University,https://www.lboro.ac.uk,United Kingdom,Western & Northern Europe,85.93,A+
60,3020,Vita-Salute San Raffaele University,https://www.unisr.it,Italy,Eastern & Southern Europe,85.92,A+
61,5043,Ashoka University,https://www.ashoka.edu.in,India,South & Central Asia + Oceania,85.87,A+
62,5136,Murdoch University,https://www.murdoch.edu.au,Australia,South & Central Asia + Oceania,85.83,A+
63,5021,Jamia Millia Islamia,https://www.jmi.ac.in,India,South & Central Asia + Oceania,85.82,A+
64,4066,University of Tsukuba,https://www.tsukuba.ac.jp,Japan,Asia (East & Southeast),85.76,A+
65,3201,Tallinn University,https://www.tlu.ee,Baltics,Eastern & Southern Europe,85.75,A+
66,5141,University of Canberra,https://www.canberra.edu.au,Australia,South & Central Asia + Oceania,85.71,A+
67,6125,American University in Cairo,https://www.aucegypt.edu,Egypt & North Africa,Latin America & Africa,85.63,A+
68,6109,University of Pretoria,https://www.up.ac.za,South Africa,Latin America & Africa,85.44,A+
69,5116,Monash University,https://www.monash.edu,Australia,South & Central Asia + Oceania,85.39,A+
70,5424,Vidyasagar University,https://www.vidyasagar.ac.in,India,South & Central Asia + Oceania,85.27,A+
71,2155,University of Southern Denmark,https://www.sdu.dk,Denmark,Western & Northern Europe,85.26,A+
72,2019,Queen Mary University of London,https://www.qmul.ac.uk,United Kingdom,Western & Northern Europe,85.21,A+
73,3307,Miguel Hernandez University,https://www.umh.es,Spain,Eastern & Southern Europe,85.15,A+
74,5154,University of Waikato,https://www.waikato.ac.nz,New Zealand,South & Central Asia + Oceania,85.1,A+
75,5036,NIT Warangal,https://www.nitw.ac.in,India,South & Central Asia + Oceania,85.07,A+
76,5073,COMSATS University Islamabad,https://www.comsats.edu.pk,Pakistan,South & Central Asia + Oceania,85.06,A+
77,2049,University of Tuebingen,https://uni-tuebingen.de,Germany,Western & Northern Europe,85.02,A+
78,1117,Worcester Polytechnic Institute,https://www.wpi.edu,United States,North America,85.01,A+
79,5070,University of Engineering and Technology Lahore,https://www.uet.edu.pk,Pakistan,South & Central Asia + Oceania,84.92,A
80,2015,University of Sheffield,https://www.sheffield.ac.uk,United Kingdom,Western & Northern Europe,84.86,A
81,2075,University of Bremen,https://www.uni-bremen.de,Germany,Western & Northern Europe,84.78,A
82,6100,San Francisco de Quito University,https://www.usfq.edu.ec,Peru & Andes,Latin America & Africa,84.73,A
83,5153,Massey University,https://www.massey.ac.nz,New Zealand,South & Central Asia + Oceania,84.72,A
84,2087,University of Bordeaux,https://www.u-bordeaux.fr,France,Western & Northern Europe,84.71,A
85,2152,Aarhus University,https://international.au.dk,Denmark,Western & Northern Europe,84.7,A
86,5128,University of Tasmania,https://www.utas.edu.au,Australia,South & Central Asia + Oceania,84.69,A
87,1148,Barnard College,https://barnard.edu,United States,North America,84.69,A
88,5058,Gujarat University,https://www.gujaratuniversity.ac.in,India,South & Central Asia + Oceania,84.47,A
89,1008,University of Pennsylvania,https://www.upenn.edu,United States,North America,84.45,A
90,5319,Institute of Business Administration Karachi,https://www.iba.edu.pk,Pakistan,South & Central Asia + Oceania,84.42,A
91,5137,Edith Cowan University,https://www.ecu.edu.au,Australia,South & Central Asia + Oceania,84.29,A
92,2059,University of Wuerzburg,https://www.uni-wuerzburg.de,Germany,Western & Northern Europe,84.24,A
93,6148,Kwame Nkrumah University of Science and Technology,https://www.knust.edu.gh,Sub-Saharan Africa,Latin America & Africa,84.24,A
94,5309,Lovely Professional University,https://www.lpu.in,India,South & Central Asia + Oceania,84.18,A
95,2088,University of Lille,https://www.univ-lille.fr,France,Western & Northern Europe,84.17,A
96,3071,University of Vigo,https://www.uvigo.gal,Spain,Eastern & Southern Europe,84.16,A
97,1186,Concordia University,https://www.concordia.ca,Canada,North America,84.16,A
98,5114,University of New South Wales,https://www.unsw.edu.au,Australia,South & Central Asia + Oceania,84.05,A
99,5027,Manipal Academy of Higher Education,https://www.manipal.edu,India,South & Central Asia + Oceania,84.0,A
100,5056,Bharathiar University,https://www.b-u.ac.in,India,South & Central Asia + Oceania,83.97,A
101,6142,University of Nairobi,https://www.uonbi.ac.ke,Sub-Saharan Africa,Latin America & Africa,83.97,A
102,5414,Central University of Kerala,https://www.cukerala.ac.in,India,South & Central Asia + Oceania,83.94,A
103,2042,Technical University of Munich,https://www.tum.de,Germany,Western & Northern Europe,83.9,A
104,1039,Georgetown University,https://www.georgetown.edu,United States,North America,83.82,A
105,1167,California Polytechnic State University,https://www.calpoly.edu,Canada,North America,83.82,A
106,2094,ENS de Lyon,https://www.ens-lyon.fr,France,Western & Northern Europe,83.8,A
107,5107,Rajshahi University of Engineering and Technology,https://www.ruet.ac.bd,Bangladesh,South & Central Asia + Oceania,83.75,A
108,3133,Masaryk University,https://www.muni.cz,Czechia,Eastern & Southern Europe,83.71,A
109,1162,University of San Francisco,https://www.usfca.edu,United States,North America,83.64,A
110,1403,Brock University,https://www.brocku.ca,Canada,North America,83.63,A
111,3403,Slovak University of Agriculture in Nitra,https://www.uniag.sk,Bulgaria & Slovakia,Eastern & Southern Europe,83.63,A
112,5022,Aligarh Muslim University,https://www.amu.ac.in,India,South & Central Asia + Oceania,83.51,A
113,1020,"University of California, Davis",https://www.ucdavis.edu,United States,North America,83.5,A
114,2048,Technical University of Berlin,https://www.tu.berlin,Germany,Western & Northern Europe,83.47,A
115,1006,Columbia University,https://www.columbia.edu,United States,North America,83.44,A
116,2197,Dublin City University,https://www.dcu.ie,Belgium/Ireland/Iceland,Western & Northern Europe,83.44,A
117,3027,University of Trieste,https://www.units.it,Italy,Eastern & Southern Europe,83.38,A
118,2040,University of Kent,https://www.kent.ac.uk,United Kingdom,Western & Northern Europe,83.33,A
119,4144,Lingnan University,https://www.ln.edu.hk,Hong Kong,Asia (East & Southeast),83.32,A
120,6353,Technical University of Kenya,https://www.tukenya.ac.ke,Sub-Saharan Africa,Latin America & Africa,83.2,A
121,2100,University of Burgundy,https://www.u-bourgogne.fr,France,Western & Northern Europe,82.93,A
122,5149,University of Auckland,https://www.auckland.ac.nz,New Zealand,South & Central Asia + Oceania,82.9,A
123,1062,Lehigh University,https://www1.lehigh.edu,United States,North America,82.9,A
124,3172,Semmelweis University,https://www.semmelweis.hu,Hungary,Eastern & Southern Europe,82.85,A
125,1009,California Institute of Technology,https://www.caltech.edu,Canada,North America,82.84,A
126,4056,University of Tokyo,https://www.u-tokyo.ac.jp,Japan,Asia (East & Southeast),82.8,A
127,2074,University of Marburg,https://www.uni-marburg.de,Germany,Western & Northern Europe,82.78,A
128,2064,Leipzig University,https://www.uni-leipzig.de,Germany,Western & Northern Europe,82.77,A
129,3037,Scuola Normale Superiore di Pisa,https://www.sns.it,Italy,Eastern & Southern Europe,82.75,A
130,6523,University of Venda,https://www.univen.ac.za,South Africa,Latin America & Africa,82.71,A
131,1187,University of Victoria,https://www.uvic.ca,Canada,North America,82.63,A
132,1015,Northwestern University,https://www.northwestern.edu,United States,North America,82.59,A
133,2180,University of Bern,https://www.unibe.ch,Switzerland/Austria,Western & Northern Europe,82.48,A
134,2058,University of Muenster,https://www.uni-muenster.de,Germany,Western & Northern Europe,82.48,A
135,4096,Seoul National University,https://www.snu.ac.kr,South Korea,Asia (East & Southeast),82.44,A
136,4059,Tohoku University,https://www.tohoku.ac.jp,Japan,Asia (East & Southeast),82.41,A
137,1163,Loyola Marymount University,https://www.lmu.edu,United States,North America,82.41,A
138,2196,University of Galway,https://www.universityofgalway.ie,Belgium/Ireland/Iceland,Western & Northern Europe,82.39,A
139,5093,BRAC University,https://www.bracu.ac.bd,Bangladesh,South & Central Asia + Oceania,82.35,A
140,2176,ETH Zurich,https://ethz.ch,Switzerland/Austria,Western & Northern Europe,82.21,A
141,5106,Khulna University of Engineering and Technology,https://www.kuet.ac.bd,Bangladesh,South & Central Asia + Oceania,82.18,A
142,1089,University of New Mexico,https://www.unm.edu,United States,North America,82.12,A
143,2066,Technical University of Darmstadt,https://www.tu-darmstadt.de,Germany,Western & Northern Europe,82.11,A
144,5011,Indian Institute of Technology BHU Varanasi,https://www.iitbhu.ac.in,India,South & Central Asia + Oceania,82.1,A
145,6144,Moi University,https://www.mu.ac.ke,Sub-Saharan Africa,Latin America & Africa,82.07,A
146,1185,York University,https://www.yorku.ca,Canada,North America,82.03,A
147,2073,University of Regensburg,https://www.uni-regensburg.de,Germany,Western & Northern Europe,81.96,A
148,3091,Lodz University of Technology,https://www.p.lodz.pl,Poland,Eastern & Southern Europe,81.95,A
149,1030,Georgia Institute of Technology,https://www.gatech.edu,United States,North America,81.92,A
150,1100,University of Cincinnati,https://www.uc.edu,United States,North America,81.9,A
151,2016,University of Nottingham,https://www.nottingham.ac.uk,United Kingdom,Western & Northern Europe,81.84,A
152,5318,FAST National University Pakistan,https://www.nu.edu.pk,Pakistan,South & Central Asia + Oceania,81.84,A
153,6106,University of Cape Town,https://www.uct.ac.za,South Africa,Latin America & Africa,81.82,A
154,5156,Auckland University of Technology,https://www.aut.ac.nz,New Zealand,South & Central Asia + Oceania,81.81,A
155,4140,Hong Kong University of Science and Technology,https://www.ust.hk,Hong Kong,Asia (East & Southeast),81.8,A
156,5115,University of Queensland,https://www.uq.edu.au,Australia,South & Central Asia + Oceania,81.79,A
157,2077,PSL University,https://psl.eu,France,Western & Northern Europe,81.78,A
158,1052,Indiana University Bloomington,https://www.indiana.edu,United States,North America,81.77,A
159,5054,University of Kerala,https://www.keralauniversity.ac.in,India,South & Central Asia + Oceania,81.76,A
160,1083,University of Utah,https://www.utah.edu,United States,North America,81.76,A
161,5412,IIIT Gwalior,https://www.iiitm.ac.in,India,South & Central Asia + Oceania,81.74,A
162,2305,University of Salzburg,https://www.plus.ac.at,Switzerland/Austria,Western & Northern Europe,81.69,A
163,1041,University of Rochester,https://www.rochester.edu,United States,North America,81.68,A
164,3067,University of Girona,https://www.udg.edu,Spain,Eastern & Southern Europe,81.67,A
165,5420,Dibrugarh University,https://www.dibru.ac.in,India,South & Central Asia + Oceania,81.65,A
166,5063,Maharaja Sayajirao University of Baroda,https://www.msubaroda.ac.in,India,South & Central Asia + Oceania,81.63,A
167,1058,Rutgers University,https://www.rutgers.edu,United States,North America,81.61,A
168,2001,University of Oxford,https://www.ox.ac.uk,United Kingdom,Western & Northern Europe,81.58,A
169,1171,University of Alberta,https://www.ualberta.ca,Canada,North America,81.52,A
170,5166,Sri Lanka Institute of Information Technology,https://www.sliit.lk,Sri Lanka,South & Central Asia + Oceania,81.51,A
171,3138,VSB - Technical University of Ostrava,https://www.vsb.cz,Czechia,Eastern & Southern Europe,81.48,A
172,5085,Air University,https://www.au.edu.pk,Pakistan,South & Central Asia + Oceania,81.45,A
173,5108,Chittagong University of Engineering and Technology,https://www.cuet.ac.bd,Bangladesh,South & Central Asia + Oceania,81.4,A
174,5059,University of Lucknow,https://www.lkouniv.ac.in,India,South & Central Asia + Oceania,81.4,A
175,6326,Durban University of Technology,https://www.dut.ac.za,South Africa,Latin America & Africa,81.36,A
176,1164,Pepperdine University,https://www.pepperdine.edu,United States,North America,81.31,A
177,1154,Denison University,https://denison.edu,United States,North America,81.3,A
178,5183,Samarkand State University,https://www.samdu.uz,Central Asia,South & Central Asia + Oceania,81.29,A
179,3209,Estonian University of Life Sciences,https://www.emu.ee,Baltics,Eastern & Southern Europe,81.28,A
180,5123,Deakin University,https://www.deakin.edu.au,Australia,South & Central Asia + Oceania,81.22,A
181,2022,Cardiff University,https://www.cardiff.ac.uk,United Kingdom,Western & Northern Europe,81.13,A
182,3095,SGH Warsaw School of Economics,https://www.sgh.waw.pl,Poland,Eastern & Southern Europe,81.07,A
183,5406,NIT Agartala,https://www.nita.ac.in,India,South & Central Asia + Oceania,81.06,A
184,6050,Autonomous Technological Institute of Mexico,https://www.itam.mx,Mexico,Latin America & Africa,81.05,A
185,1051,Michigan State University,https://msu.edu,United States,North America,81.03,A
186,5109,Bangladesh University of Professionals,https://www.bup.edu.bd,Bangladesh,South & Central Asia + Oceania,81.03,A
187,5031,SRM Institute of Science and Technology,https://www.srmist.edu.in,India,South & Central Asia + Oceania,81.02,A
188,1094,Texas Tech University,https://www.ttu.edu,United States,North America,81.01,A
189,2300,University of Luxembourg,https://www.uni.lu,Switzerland/Austria,Western & Northern Europe,80.98,A
190,5404,Indian Institute of Technology Tirupati,https://www.iittp.ac.in,India,South & Central Asia + Oceania,80.95,A
191,3048,University of Navarra,https://www.unav.edu,Spain,Eastern & Southern Europe,80.91,A
192,2126,Chalmers University of Technology,https://www.chalmers.se,Sweden,Western & Northern Europe,80.9,A
193,5129,La Trobe University,https://www.latrobe.edu.au,Australia,South & Central Asia + Oceania,80.89,A
194,5015,University of Delhi,https://www.du.ac.in,India,South & Central Asia + Oceania,80.89,A
195,5014,Indian Institute of Technology Gandhinagar,https://www.iitgn.ac.in,India,South & Central Asia + Oceania,80.89,A
196,5083,NED University of Engineering and Technology,https://www.neduet.edu.pk,Pakistan,South & Central Asia + Oceania,80.88,A
197,5180,Westminster International University in Tashkent,https://www.wiut.uz,Central Asia,South & Central Asia + Oceania,80.86,A
198,1067,University of Massachusetts Amherst,https://www.umass.edu,United States,North America,80.85,A
199,1095,Louisiana State University,https://www.lsu.edu,United States,North America,80.84,A
200,4057,Kyoto University,https://www.kyoto-u.ac.jp,Japan,Asia (East & Southeast),80.81,A
201,5103,American International University-Bangladesh,https://www.aiub.edu,Bangladesh,South & Central Asia + Oceania,80.81,A
202,6114,University of the Western Cape,https://www.uwc.ac.za,South Africa,Latin America & Africa,80.79,A
203,3080,Adam Mickiewicz University,https://www.amu.edu.pl,Poland,Eastern & Southern Europe,80.79,A
204,2190,Universite libre de Bruxelles,https://www.ulb.be,Belgium/Ireland/Iceland,Western & Northern Europe,80.75,A
205,2099,University of Poitiers,https://www.univ-poitiers.fr,France,Western & Northern Europe,80.59,A
206,3176,Obuda University,https://www.uni-obuda.hu,Hungary,Eastern & Southern Europe,80.57,A
207,5138,Victoria University,https://www.vu.edu.au,Australia,South & Central Asia + Oceania,80.49,A
208,1004,Yale University,https://www.yale.edu,United States,North America,80.36,A
209,2047,Karlsruhe Institute of Technology,https://www.kit.edu,Germany,Western & Northern Europe,80.34,A
210,4146,National University of Singapore,https://www.nus.edu.sg,Singapore,Asia (East & Southeast),80.31,A
211,6111,University of Johannesburg,https://www.uj.ac.za,South Africa,Latin America & Africa,80.31,A
212,3400,Sofia Medical University,https://www.mu-sofia.bg,Bulgaria & Slovakia,Eastern & Southern Europe,80.3,A
213,3171,University of Pecs,https://www.pte.hu,Hungary,Eastern & Southern Europe,80.3,A
214,1023,University of Southern California,https://www.usc.edu,United States,North America,80.26,A
215,5146,University of the Sunshine Coast,https://www.usc.edu.au,Australia,South & Central Asia + Oceania,80.23,A
216,2178,University of Zurich,https://www.uzh.ch,Switzerland/Austria,Western & Northern Europe,80.22,A
217,2018,University of St Andrews,https://www.st-andrews.ac.uk,United Kingdom,Western & Northern Europe,80.16,A
218,3175,University of Miskolc,https://www.uni-miskolc.hu,Hungary,Eastern & Southern Europe,80.11,A
219,2167,Aalto University,https://www.aalto.fi,Finland,Western & Northern Europe,80.11,A
220,1068,Virginia Tech,https://www.vt.edu,United States,North America,80.06,A
221,6522,Central University of Technology Free State,https://www.cut.ac.za,South Africa,Latin America & Africa,80.0,A
222,1194,Howard University,https://howard.edu,United States,North America,79.99,A
223,3305,University of Jaen,https://www.ujaen.es,Spain,Eastern & Southern Europe,79.98,A
224,2148,University of South-Eastern Norway,https://www.usn.no,Norway,Western & Northern Europe,79.97,A
225,5119,University of Technology Sydney,https://www.uts.edu.au,Australia,South & Central Asia + Oceania,79.96,A
226,1003,Stanford University,https://www.stanford.edu,United States,North America,79.9,A
227,6110,University of KwaZulu-Natal,https://www.ukzn.ac.za,South Africa,Latin America & Africa,79.87,A
228,5013,Indian Institute of Technology Ropar,https://www.iitrpr.ac.in,India,South & Central Asia + Oceania,79.86,A
229,1166,San Jose State University,https://www.sjsu.edu,United States,North America,79.84,A
230,3210,Lithuanian University of Health Sciences,https://www.lsmuni.lt,Baltics,Eastern & Southern Europe,79.8,A
231,2085,University of Montpellier,https://www.umontpellier.fr,France,Western & Northern Europe,79.79,A
232,6151,University of Dar es Salaam,https://www.udsm.ac.tz,Sub-Saharan Africa,Latin America & Africa,79.78,A
233,1110,Iowa State University,https://www.iastate.edu,United States,North America,79.77,A
234,1190,University of Saskatchewan,https://www.usask.ca,Canada,North America,79.77,A
235,1019,"University of California, San Diego",https://www.ucsd.edu,United States,North America,79.73,A
236,3013,University of Genoa,https://www.unige.it,Italy,Eastern & Southern Europe,79.72,A
237,5067,National University of Sciences and Technology,https://www.nust.edu.pk,Pakistan,South & Central Asia + Oceania,79.7,A
238,2082,Grenoble Alpes University,https://www.univ-grenoble-alpes.fr,France,Western & Northern Europe,79.59,A
239,1302,Memorial University of Newfoundland,https://www.mun.ca,Canada,North America,79.57,A
240,3134,Brno University of Technology,https://www.vutbr.cz,Czechia,Eastern & Southern Europe,79.57,A
241,2177,EPFL,https://www.epfl.ch,Switzerland/Austria,Western & Northern Europe,79.57,A
242,3183,University of Ljubljana,https://www.uni-lj.si,Balkans,Eastern & Southern Europe,79.53,A
243,4184,Thammasat University,https://www.tu.ac.th,Thailand,Asia (East & Southeast),79.5,A
244,1022,"University of California, Irvine",https://www.uci.edu,United States,North America,79.47,A
245,2025,University of Liverpool,https://www.liverpool.ac.uk,United Kingdom,Western & Northern Europe,79.43,A
246,4216,Royal University of Phnom Penh,https://www.rupp.edu.kh,Other SE/E Asia,Asia (East & Southeast),79.42,A
247,1199,Seattle University,https://www.seattleu.edu,United States,North America,79.36,A
248,5038,NIT Calicut,https://www.nitc.ac.in,India,South & Central Asia + Oceania,79.35,A
249,4143,Hong Kong Baptist University,https://www.hkbu.edu.hk,Hong Kong,Asia (East & Southeast),79.33,A
250,5009,Indian Institute of Technology Hyderabad,https://www.iith.ac.in,India,South & Central Asia + Oceania,79.33,A
251,3153,University of Craiova,https://www.ucv.ro,Romania,Eastern & Southern Europe,79.28,A
252,5164,Eastern University Sri Lanka,https://www.esn.ac.lk,Sri Lanka,South & Central Asia + Oceania,79.24,A
253,6085,University of Santiago Chile,https://www.usach.cl,Chile,Latin America & Africa,79.17,A
254,1018,Dartmouth College,https://www.dartmouth.edu,United States,North America,79.11,A
255,3173,Corvinus University of Budapest,https://www.uni-corvinus.hu,Hungary,Eastern & Southern Europe,79.11,A
256,5065,Bharathidasan University,https://www.bdu.ac.in,India,South & Central Asia + Oceania,79.1,A
257,1097,Mississippi State University,https://www.msstate.edu,United States,North America,79.06,A
258,5402,Indian Institute of Technology Goa,https://www.iitgoa.ac.in,India,South & Central Asia + Oceania,79.03,A
259,1017,Brown University,https://www.brown.edu,United States,North America,79.01,A
260,4181,Mahidol University,https://www.mahidol.ac.th,Thailand,Asia (East & Southeast),78.86,A
261,1146,Smith College,https://www.smith.edu,United States,North America,78.82,A
262,3208,Riga Stradins University,https://www.rsu.lv,Baltics,Eastern & Southern Europe,78.81,A
263,3141,University of Ostrava,https://www.osu.cz,Czechia,Eastern & Southern Europe,78.81,A
264,4172,Sepuluh Nopember Institute of Technology,https://www.its.ac.id,Indonesia,Asia (East & Southeast),78.79,A
265,3029,Roma Tre University,https://www.uniroma3.it,Italy,Eastern & Southern Europe,78.75,A
266,2090,Universite Cote d'Azur,https://univ-cotedazur.fr,France,Western & Northern Europe,78.74,A
267,4199,University of San Carlos,https://www.usc.edu.ph,Philippines,Asia (East & Southeast),78.73,A
268,1193,American University,https://www.american.edu,United States,North America,78.72,A
269,6338,Jimma University,https://www.ju.edu.et,Sub-Saharan Africa,Latin America & Africa,78.7,A
270,2110,University of Twente,https://www.utwente.nl,Netherlands,Western & Northern Europe,78.69,A
271,3303,Polytechnic University of Bari,https://www.poliba.it,Italy,Eastern & Southern Europe,78.63,A
272,4070,Chiba University,https://www.chiba-u.ac.jp,Japan,Asia (East & Southeast),78.57,A
273,5325,Patuakhali Science and Technology University,https://www.pstu.ac.bd,Bangladesh,South & Central Asia + Oceania,78.57,A
274,5310,Chandigarh University,https://www.cuchd.in,India,South & Central Asia + Oceania,78.57,A
275,2102,Delft University of Technology,https://www.tudelft.nl,Netherlands,Western & Northern Europe,78.56,A
276,3059,University of Alicante,https://www.ua.es,Spain,Eastern & Southern Europe,78.53,A
277,5302,Indian Institute of Technology Bhubaneswar,https://www.iitbbs.ac.in,India,South & Central Asia + Oceania,78.53,A
278,1133,Bard College,https://www.bard.edu,United States,North America,78.52,A
279,4195,Ateneo de Manila University,https://www.ateneo.edu,Philippines,Asia (East & Southeast),78.48,A
280,5169,Pokhara University,https://www.pu.edu.np,Nepal,South & Central Asia + Oceania,78.46,A
281,2111,Maastricht University,https://www.maastrichtuniversity.nl,Netherlands,Western & Northern Europe,78.46,A
282,1401,Wilfrid Laurier University,https://www.wlu.ca,Canada,North America,78.45,A
283,1036,Vanderbilt University,https://www.vanderbilt.edu,United States,North America,78.42,A
284,3144,Babes-Bolyai University,https://www.ubbcluj.ro,Romania,Eastern & Southern Europe,78.41,A
285,6345,University of Jos,https://www.unijos.edu.ng,Sub-Saharan Africa,Latin America & Africa,78.4,A
286,2031,University of Aberdeen,https://www.abdn.ac.uk,United Kingdom,Western & Northern Europe,78.37,A
287,5400,Indian Institute of Technology Dharwad,https://www.iitdh.ac.in,India,South & Central Asia + Oceania,78.37,A
288,3084,Nicolaus Copernicus University,https://www.umk.pl,Poland,Eastern & Southern Europe,78.37,A
289,5017,University of Hyderabad,https://www.uohyd.ac.in,India,South & Central Asia + Oceania,78.32,A
290,5082,Mehran University of Engineering and Technology,https://www.muet.edu.pk,Pakistan,South & Central Asia + Oceania,78.32,A
291,2067,University of Konstanz,https://www.uni-konstanz.de,Germany,Western & Northern Europe,78.29,A
292,1157,Claremont McKenna College,https://www.cmc.edu,United States,North America,78.26,A
293,2164,Royal Danish Academy,https://royaldanishacademy.com,Denmark,Western & Northern Europe,78.22,A
294,1024,Carnegie Mellon University,https://www.cmu.edu,United States,North America,78.22,A
