% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_quality_train
% Instances: 981
% Target attribute: website_score (numeric, 0-100)

@relation website_quality_train

@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute website_score numeric

@data
1,1,9,1,0,1,0,1,1,1,1,1,10,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,90,1,0,1,1,1,1,45.7,0,1,1,0,0,-0.0139671,3650,1,81.02
1,1,3,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1.66,0,1,1,0,0,1,0,100,1,2,1,1,1,0,97.8,0,1,1,0,1.09861,0.403724,106,0,81.01
1,1,4,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,5.04,0,1,1,0,0,1,0,100,1,1,0,1,0,0,47.9,0,1,1,0,0.693147,0.140753,1,0,80.98
1,1,10,0,0,0,0,0,1,1,1,1,6,1,1,1,1,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,18.24,0,1,1,0,0,0,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-0.906569,101,0,80.95
1,1,3,0,1,0,0,0,1,1,1,1,7,1,1,1,1,1,0,6,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,21,0,1,0,0,0,0,0,90,1,0,1,1,1,1,41.4,0,1,1,0,0,-0.0522704,0,0,80.9
1,1,7,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,15.52,0,1,1,0,0,1,1,75,1,8,1,1,1,0,22.2,0,1,1,0,2.19722,0.0168291,368,0,80.89
1,1,11,1,1,0,0,1,0,0,1,1,10,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,9.59,0,1,0,0,0,0,0,75,1,0,0,0,1,0,34.8,0,1,0,0,0,-0.655311,0,0,80.89
1,1,8,1,0,0,0,1,1,0,0,1,4,1,1,1,1,1,1,3,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,12.63,0,1,1,0,0,1,0,75,1,0,1,0,1,1,37.1,0,1,0,0,0,0.644648,0,0,80.88
1,1,9,0,0,0,0,1,1,1,1,1,10,0,1,1,0,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,12.63,0,1,1,0,1,0,0,90,1,0,1,1,1,1,32.4,0,1,0,0,0,2.21786,0,0,80.86
1,1,3,1,0,0,0,1,0,0,1,1,5,1,1,1,1,1,1,20,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,18.26,0,1,1,0,0,0,0,90,1,1,1,0,1,1,100,0,1,1,0,0.693147,0.28647,0,0,80.85
1,1,5,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,16.3,0,1,1,1,0,0,0,90,1,0,0,1,1,1,100,0,1,1,0,0,0.68961,0,0,80.84
1,1,4,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,18.77,0,1,1,0,0,0,1,90,1,0,1,1,1,0,76.7,0,1,0,0,0,-1.82115,0,0,80.81
1,1,5,0,0,0,0,0,0,0,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,8.19,0,1,1,0,0,0,1,90,1,0,1,1,1,1,100,0,1,0,0,0,-0.752674,3650,1,80.79
1,1,7,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,15.95,0,1,1,0,0,0,0,75,1,0,1,1,1,0,68.8,0,1,1,0,0,-1.18542,0,0,80.79
1,1,7,1,0,1,0,0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,20.5,0,1,1,0,0,0,0,75,1,0,1,1,1,0,46.4,0,1,1,0,0,-0.49894,0,0,80.75
1,1,9,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,13.55,0,1,0,0,0,0,0,90,1,0,1,1,1,0,90.9,0,1,1,0,0,-0.377694,0,0,80.59
1,1,7,1,1,1,1,1,0,0,1,1,4,0,0,1,1,1,1,12,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1.14,0,1,1,1,0,0,0,90,1,0,0,0,1,0,17.4,0,1,1,0,0,0.536615,3650,1,80.57
1,1,11,1,0,0,0,1,1,1,1,1,2,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,15.13,0,1,0,1,0,0,0,90,1,0,1,1,1,1,82.8,0,1,1,0,0,-0.107008,8,0,80.49
1,1,4,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,21,0,1,1,0,0,0,0,100,1,0,1,1,1,0,30.8,0,1,1,0,0,-1.41559,5,0,80.36
1,1,8,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,0,1,1,1,51.6,0,1,0,0,0,0.106244,17,0,80.31
1,1,8,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,15.43,0,1,1,1,0,0,0,90,1,1,1,1,1,1,39.1,0,1,0,0,0.693147,-0.0731826,4,0,80.31
1,1,6,1,1,0,0,1,1,1,1,1,8,1,1,1,0,1,1,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,11.9,0,1,1,0,0,1,0,90,1,0,1,1,1,1,54.2,0,1,0,0,0,0.028406,20,0,80.3
1,1,9,1,1,0,0,1,1,1,0,1,7,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,5.02,0,1,0,1,0,1,1,75,1,0,1,0,1,0,9.2,0,1,0,0,0,0.0905662,36,0,80.3
1,1,5,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,21,0,1,1,0,0,1,1,90,1,0,1,1,1,1,95,0,1,1,0,0,-0.323005,5,0,80.26
1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,12,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,18.88,0,1,1,0,0,1,0,100,1,0,1,1,0,1,37.5,0,1,1,0,0,0.85957,3650,1,80.23
1,1,8,1,1,0,1,1,1,1,1,1,10,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,5.87,0,1,1,0,0,0,1,90,1,0,1,0,1,1,22,0,1,1,0,0,0.787943,3650,1,80.11
0,1,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,18,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,75,1,0,1,1,1,1,95.7,0,1,1,0,0,0.244001,0,0,79.99
1,1,5,1,1,0,0,0,0,0,0,1,9,0,1,1,1,1,1,20,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,9.56,0,1,1,0,0,0,0,100,1,0,0,0,1,0,100,0,1,0,0,0,0.475171,46,0,79.98
0,1,0,1,1,0,0,0,1,1,0,1,6,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,15.33,0,1,0,0,0,1,1,90,1,0,1,1,1,1,87.5,0,1,1,0,0,0.830642,4,0,79.97
1,1,3,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,1,1,72.4,0,1,1,0,0,-0.0452522,3650,1,79.96
0,1,4,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,18.88,0,1,0,0,0,0,0,100,1,0,1,1,1,1,100,0,1,1,0,0,-0.0402272,5,0,79.9
1,1,20,1,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,3,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,5.74,0,1,1,1,0,1,0,90,1,2,1,0,1,0,44.4,0,1,1,0,1.09861,0.759317,3650,1,79.87
1,1,6,0,0,0,0,1,0,0,1,1,10,1,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,21,0,1,1,0,0,1,0,75,1,1,1,0,1,1,97.4,0,1,1,0,0.693147,-0.144322,5,0,79.86
1,1,5,1,0,0,0,1,1,1,0,1,2,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,19.8,0,1,1,0,0,0,0,75,1,0,1,0,0,1,87.5,0,1,1,0,0,1.17126,0,0,79.84
1,1,5,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,4,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,1,77.8,0,1,1,0,0,0.319681,0,0,79.8
1,1,8,1,1,0,0,1,0,0,1,1,10,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,21,0,1,1,0,0,0,0,90,1,0,1,0,1,0,2.1,0,1,1,0,0,-0.928878,0,0,79.79
1,1,7,0,0,0,0,0,1,1,1,1,7,1,1,1,0,1,1,12,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,0,1,1,97,0,1,0,0,0,1.60893,0,0,79.78
1,1,9,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,20,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,8.86,0,1,1,0,0,0,0,75,1,0,1,1,1,1,81.2,0,1,1,0,0,0.36022,3650,1,79.77
1,1,6,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,17.4,0,1,1,0,0,0,0,75,1,0,1,1,1,1,100,0,1,1,0,0,-0.860802,42,0,79.77
1,1,7,1,0,0,0,1,1,1,1,1,2,0,1,1,0,1,1,8,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,14.18,0,1,0,0,0,0,0,75,1,0,0,1,1,1,89.3,0,1,1,0,0,2.63218,5,0,79.73
1,1,7,1,1,0,0,1,0,0,1,1,10,1,1,1,0,1,1,5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,12.63,0,1,1,0,0,0,0,90,1,0,1,0,1,0,70,0,1,0,0,0,-1.29899,0,0,79.72
1,1,8,1,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,1,0,75,1,0,1,1,1,1,84.2,0,1,0,0,0,0.0316569,150,0,79.7
1,1,1,1,0,0,0,1,1,1,1,1,6,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,21,0,0,1,1,0,0,1,75,1,0,1,1,1,0,73.1,0,1,1,1,0,-0.734642,0,0,79.59
1,1,4,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,12.63,0,1,1,0,0,0,0,100,1,0,1,0,1,1,52,0,1,1,0,0,-0.274736,4,0,79.57
1,1,2,1,0,1,0,0,0,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,17.39,0,1,0,0,0,1,0,75,1,1,1,1,1,1,38.5,0,1,1,0,0.693147,-1.23719,0,0,79.57
1,1,4,1,1,0,0,0,0,0,1,1,10,0,1,1,1,1,0,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,16.1,0,1,1,0,0,0,0,100,1,0,1,1,1,1,85,0,1,1,0,0,0.962072,0,0,79.57
1,1,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,7,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,7.01,0,1,1,0,0,0,0,100,1,0,1,0,1,1,95.7,0,1,1,0,0,-1.3384,8,0,79.53
0,1,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,9.74,0,1,0,0,0,0,0,90,1,0,0,1,1,1,96.8,0,1,0,0,0,-0.584446,4,0,79.47
1,1,4,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,14.6,0,1,0,1,0,0,1,100,1,0,1,1,1,1,83.3,0,1,1,0,0,-0.73149,0,0,79.43
1,1,9,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,19.08,0,1,1,0,0,0,0,75,1,0,1,1,1,1,97.1,0,1,0,0,0,-0.307527,0,0,79.42
0,1,8,1,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,7,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,1,90,1,0,1,1,1,1,95.8,0,1,1,0,0,-0.893534,3650,1,79.36
1,1,8,1,1,0,0,1,1,1,1,1,10,1,1,1,1,1,1,20,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,13.85,0,1,0,0,0,0,0,75,1,0,1,1,1,1,86.6,0,1,0,0,0,0.0266056,0,0,79.35
1,1,8,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,15.43,0,1,0,0,0,0,0,75,1,1,1,1,1,1,77.8,0,1,0,0,0.693147,-1.32962,26,0,79.28
1,1,8,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,8.23,0,1,1,0,0,0,0,75,1,0,1,0,1,1,100,0,1,0,0,0,-1.14512,11,0,79.24
1,1,5,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,15.43,0,1,1,0,0,0,0,75,1,2,1,0,1,1,50.9,0,1,0,0,1.09861,-0.56194,0,0,79.17
1,1,8,1,1,0,0,1,1,2,0,1,4,0,1,1,0,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,1,0,0,1,90,1,2,1,1,1,0,84.1,0,1,0,0,1.09861,-0.116336,0,0,79.11
1,1,2,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,15.91,0,1,0,0,0,0,1,75,1,0,0,1,1,1,58.8,0,1,0,0,0,0.0165356,0,0,79.06
1,1,4,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,12.63,0,1,1,0,0,0,1,90,1,1,0,0,1,1,95.2,0,1,0,0,0.693147,4.0003,22,0,79.03
0,1,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21,0,0,0,0,0,0,0,75,1,0,1,1,1,1,64.8,0,1,1,0,0,-0.320934,5,0,79.01
1,1,10,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,4,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,6.1,0,1,1,0,0,0,0,90,1,0,1,1,1,1,21.6,0,1,0,0,0,-0.90872,19,0,78.86
0,1,5,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,15.85,0,1,0,0,0,0,0,100,1,0,1,1,1,1,16.7,0,1,1,0,0,-0.0317334,1,0,78.82
1,1,9,1,1,0,0,1,1,1,1,1,10,0,1,1,1,1,1,15,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,21,0,1,0,1,0,0,0,75,1,0,1,1,1,1,20,0,1,1,0,0,-0.788992,0,0,78.81
1,1,9,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,8.06,0,1,1,0,0,0,1,75,1,0,0,1,1,0,99.3,0,1,0,0,0,0.267374,3650,1,78.81
1,1,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,21,0,1,1,0,0,0,0,75,1,0,1,0,1,0,60,0,1,1,0,0,-1.06325,0,0,78.75
1,1,8,1,1,0,0,1,1,0,0,1,2,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,16.1,0,0,1,0,0,0,0,75,1,0,0,1,1,0,86,0,1,0,0,0,1.13351,3650,1,78.74
1,1,6,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,17.58,0,1,1,0,0,1,0,75,1,0,1,1,1,1,86,0,1,1,0,0,-1.63453,3,0,78.73
1,1,12,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,11.07,0,1,1,1,0,0,0,100,1,0,1,1,1,1,72.4,0,1,0,0,0,-0.0460277,3650,1,78.72
1,1,1,1,0,0,0,0,0,0,1,1,4,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,9.74,0,1,1,0,0,0,0,90,1,0,1,0,1,0,30.9,0,1,0,0,0,-0.696997,0,0,78.7
1,1,5,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,15.83,0,1,0,0,0,0,0,100,1,0,1,1,1,0,40,0,1,0,0,0,0.0541834,3650,1,78.69
1,1,8,1,0,0,1,1,1,2,1,1,10,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,15.43,0,1,1,0,0,1,0,100,1,0,1,1,1,1,86.8,0,1,0,0,0,0.0225321,3650,1,78.57
1,1,2,1,1,0,0,0,0,0,1,1,10,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,14.85,0,1,1,0,0,1,1,100,1,0,1,1,1,1,87,0,1,1,0,0,0.0837674,0,0,78.56
1,1,1,1,1,0,0,0,0,0,1,1,2,1,1,1,0,1,1,4,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,15.43,0,0,1,1,0,1,0,75,1,0,1,1,1,0,78.6,0,1,1,0,0,1.51756,11,0,78.53
1,1,9,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,14.35,0,1,0,0,0,0,0,90,1,0,1,0,1,1,69.6,0,1,1,0,0,3.91247,0,0,78.53
1,1,9,1,0,0,0,0,1,0,0,1,5,1,1,1,1,1,1,7,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,15.91,0,0,1,0,0,0,0,75,1,0,1,1,1,1,85.7,0,1,0,0,0,0.0521678,0,0,78.52
1,1,8,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,17.04,0,1,0,0,0,0,0,75,1,0,1,1,1,1,24.8,0,1,0,0,0,-1.17601,0,0,78.48
1,1,4,0,1,0,0,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,17.02,0,1,0,0,0,0,0,100,1,0,1,0,1,0,100,0,1,1,0,0,1.70967,7,0,78.46
1,1,5,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,7,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,9.74,0,1,1,1,0,0,1,75,1,0,1,1,1,1,97.6,0,1,1,0,0,0.207955,0,0,78.45
0,1,4,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,15.38,0,1,0,0,0,0,0,75,1,0,1,1,1,1,100,0,1,1,0,0,-0.244076,5,0,78.42
1,1,7,1,0,0,0,0,0,0,1,1,10,0,1,1,1,1,1,20,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,4.94,0,1,1,0,0,0,0,75,1,1,1,0,1,1,40,0,1,0,0,0.693147,0.1334,0,0,78.4
1,1,6,1,0,0,1,1,0,0,1,1,5,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,9.32,0,1,1,0,0,1,0,100,1,0,1,1,1,1,61.9,0,1,1,0,0,3.21506,3650,1,78.37
1,1,12,1,1,0,0,1,1,1,1,1,10,1,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,18.88,0,1,0,0,0,1,0,75,1,0,1,0,1,1,5.4,0,1,0,0,0,0.138059,0,0,78.37
