uni_id,name,url,country,region,rank,a01_logo,a02_primary_nav,a03_nav_item_count,a04_search_bar,a05_language_toggle,a06_breadcrumb,a07_qs_badge,a09_national_rank,a11_accreditation,a12_accred_count,a13_achievements,a14_stats_block,a15_stat_item_count,a16_notice_board,a17_notice_timestamp,a20_news_events,a21_calendar_link,a22_admission_notice,a23_upcoming_events,a24_event_count,a25_event_images,a26_event_captions,a27_event_datetime,a28_contests,a29_video_content,a30_image_gallery,a31_social_feed_embed,a32_vision_mission,a33_about_blurb,a34_department_links,a35_faculty_link,a36_research_highlight,a37_programs_listing,a38_scholarship,a39_library_link,a40_career_link,a41_alumni_link,a42_faq_link,a43_contact_link,a44_student_portal,a45_prospectus,a46_admissions_policy,a47_footer_contact,a48_footer_sitemap,a49_copyright_line,a50_social_links,a51_quick_links,a53_contrast_ratio,a53_contrast_ratio_was_missing,a54_banner_carousel,a57_logo_prominence,a58_live_chat,a59_feedback_form,a60_trust_seal,a61_testimonials,a63_mobile_score,a65_https,a66_broken_links,a67_gzip,a69_title_meta,a70_favicon,a71_sitemap_robots,a72_alt_text_pct,a72_alt_text_pct_was_missing,a73_accessible_design,a74_a11y_toggle,a75_bookmark,broken_links_log,load_time_z_region,notice_recency_days,notice_recency_days_was_missing,website_score,grade,regional_rank,country_rank
2038,"City, University of London",https://www.city.ac.uk,United Kingdom,Western & Northern Europe,12,1,1,2,1,0,1,0,1,1,2,1,1,8,0,1,1,1,1,1,18,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,16.67,0,1,1,0,0,1,0,100,1,0,1,1,1,1,87.9,0,1,1,0,0.0,-1.0115677310277602,0.0,0,91.61,A+,5,2.0
2078,Sorbonne University,https://www.sorbonne-universite.fr,France,Western & Northern Europe,13,1,1,5,1,1,0,0,0,1,0,1,1,10,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,12.63,0,1,0,0,0,0,0,90,1,0,1,0,1,1,34.6,0,1,1,1,0.0,-1.2358725829563266,0.0,0,91.46,A+,6,2.0
5150,University of Otago,https://www.otago.ac.nz,New Zealand,South & Central Asia + Oceania,14,1,1,7,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,3,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,15.42,0,1,1,0,0,0,0,100,1,0,1,1,1,1,82.6,0,1,1,0,0.0,0.2578216983490189,0.0,0,89.99,A+,4,
3199,University of Tartu,https://www.ut.ee,Baltics,Eastern & Southern Europe,15,1,1,8,1,1,0,0,1,1,1,1,1,10,0,1,1,1,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,1,1,1,74.1,0,1,1,0,0.0,-1.2825118135145637,0.0,0,89.66,A+,3,
5127,University of Wollongong,https://www.uow.edu.au,Australia,South & Central Asia + Oceania,16,1,1,7,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,3,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,17.63,0,1,1,0,0,0,1,100,1,0,1,1,0,1,35.0,0,1,1,0,0.0,-0.029446725934543186,0.0,0,89.11,A+,5,3.0
2060,FAU Erlangen-Nuremberg,https://www.fau.de,Germany,Western & Northern Europe,17,1,1,1,1,1,0,0,1,1,0,1,1,7,1,1,1,1,1,1,13,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,21.0,0,1,1,0,0,1,1,90,1,0,1,1,1,0,93.8,0,1,1,1,0.0,-0.7933251723945604,1.0,0,89.01,A+,7,2.0
2036,University of Surrey,https://www.surrey.ac.uk,United Kingdom,Western & Northern Europe,18,1,1,4,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,10.76,0,1,1,1,0,0,0,100,1,0,0,1,1,1,42.1,0,1,1,0,0.0,-0.46547635098113116,0.0,0,88.98,A+,8,3.0
6327,University of Limpopo,https://www.ul.ac.za,South Africa,Latin America & Africa,19,1,1,9,1,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,6,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,4.32,0,1,1,0,0,0,0,90,1,0,1,1,1,1,19.1,0,1,0,0,0.0,-0.14120190421117038,6.0,0,88.98,A+,1,1.0
2020,Lancaster University,https://www.lancaster.ac.uk,United Kingdom,Western & Northern Europe,20,1,1,2,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,16.52,0,1,1,0,0,0,1,100,1,0,1,1,1,1,88.9,0,1,1,0,0.0,-1.1211739938079897,5.0,0,88.86,A+,9,4.0
5312,Sharda University,https://www.sharda.ac.in,India,South & Central Asia + Oceania,21,1,1,8,0,0,0,0,1,1,1,1,1,10,1,1,1,1,1,1,3,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11.29,0,1,1,0,0,1,1,75,1,2,1,1,1,1,82.1,0,1,0,0,1.0986122886681098,-0.4837316759643624,4.0,0,88.75,A+,6,2.0
2057,University of Mannheim,https://www.uni-mannheim.de,Germany,Western & Northern Europe,22,1,1,6,1,1,1,0,1,0,0,1,1,4,1,1,1,1,1,1,19,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,13.01,0,1,1,0,0,1,0,90,1,0,1,1,1,1,88.6,0,1,1,1,0.0,-0.7567089208905455,0.0,0,88.71,A+,10,3.0
5311,Symbiosis International University,https://www.siu.edu.in,India,South & Central Asia + Oceania,23,1,1,7,1,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,13,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,15.95,0,1,1,1,0,0,1,100,1,1,0,1,1,1,98.1,0,1,0,0,0.6931471805599453,-0.05877645728510535,0.0,0,88.66,A+,7,3.0
6152,Makerere University,https://www.mak.ac.ug,Sub-Saharan Africa,Latin America & Africa,24,1,1,6,1,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,14,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,14.55,0,1,1,0,0,0,0,75,1,0,1,0,1,1,31.6,0,1,1,0,0.0,0.11096033722367503,4.0,0,88.36,A+,2,
5173,Nazarbayev University,https://www.nu.edu.kz,Central Asia,South & Central Asia + Oceania,25,1,1,7,1,1,0,0,1,1,1,1,1,10,1,1,1,1,1,1,6,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,11.9,0,1,0,0,0,0,1,90,1,0,1,0,1,1,84.6,0,1,0,0,0.0,1.3963041036066757,0.0,0,88.32,A+,8,
5155,Lincoln University,https://www.lincoln.ac.nz,New Zealand,South & Central Asia + Oceania,26,1,1,19,1,0,0,0,1,1,1,1,1,10,0,1,1,1,1,1,20,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,15.91,0,1,1,0,0,0,1,100,1,0,1,1,1,1,90.0,0,1,0,0,0.0,1.03554840799476,0.0,0,88.26,A+,9,
1081,University of Arizona,https://www.arizona.edu,United States,North America,27,1,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,6,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,15.43,0,1,1,0,0,0,0,90,1,0,1,1,1,1,66.7,0,1,1,0,0.0,0.45054317975663494,6.0,0,88.18,A+,1,1.0
5003,Indian Institute of Technology Madras,https://www.iitm.ac.in,India,South & Central Asia + Oceania,28,1,1,9,1,1,1,0,1,1,0,1,1,8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,21.0,0,1,1,0,0,0,0,75,1,0,1,1,1,1,85.1,0,1,1,0,0.0,-0.9349207099071778,1.0,0,88.12,A+,10,4.0
2098,University of Caen Normandy,https://www.unicaen.fr,France,Western & Northern Europe,29,1,1,5,1,1,1,0,1,1,2,1,0,0,1,1,1,1,1,1,20,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,21.0,0,1,0,0,0,1,1,75,1,0,1,1,1,0,52.6,0,1,1,0,0.0,-1.2569693636242025,0.0,0,87.91,A+,11,3.0
5124,Queensland University of Technology,https://www.qut.edu.au,Australia,South & Central Asia + Oceania,30,0,1,16,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,6,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11.46,0,1,0,1,0,0,1,75,1,0,1,1,1,1,20.0,0,1,0,0,0.0,0.1225790482325376,0.0,0,87.91,A+,11,4.0
2192,University of Liege,https://www.uliege.be,Belgium/Ireland/Iceland,Western & Northern Europe,31,1,1,4,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8.86,0,1,0,0,0,0,0,90,1,0,1,1,1,1,88.5,0,1,1,0,0.0,0.1848864737458046,0.0,0,87.81,A+,12,
2008,London School of Economics,https://www.lse.ac.uk,United Kingdom,Western & Northern Europe,32,1,1,3,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,7,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,12.63,0,1,1,0,0,1,1,75,1,1,1,1,1,1,94.1,0,1,1,0,0.6931471805599453,0.3044348975304353,11.0,0,87.5,A+,13,5.0
5122,Curtin University,https://www.curtin.edu.au,Australia,South & Central Asia + Oceania,33,0,1,4,1,0,0,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,8.72,0,1,0,0,0,0,0,90,1,0,1,1,1,0,93.2,0,1,1,0,0.0,-0.0762113531434953,0.0,0,87.5,A+,12,5.0
1093,University of Houston,https://www.uh.edu,United States,North America,34,1,1,4,1,0,0,0,1,0,1,1,1,10,1,1,1,1,1,1,7,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,18.88,0,1,1,0,0,0,0,75,1,0,1,1,0,1,77.8,0,1,1,0,0.0,1.1482698481674858,0.0,0,87.38,A+,2,2.0
6337,Sokoine University of Agriculture,https://www.sua.ac.tz,Sub-Saharan Africa,Latin America & Africa,35,1,1,6,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,6,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,16.67,0,1,1,0,0,0,0,75,1,0,1,1,1,1,100.0,0,1,0,0,0.0,-1.2882736354100583,0.0,0,87.29,A+,3,
6328,University of Fort Hare,https://www.ufh.ac.za,South Africa,Latin America & Africa,36,1,1,4,1,0,0,0,0,1,1,1,1,8,1,1,1,1,1,1,8,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,12.63,0,1,1,0,0,0,0,90,1,0,1,1,1,1,65.0,0,1,1,0,0.0,-1.3454939883051737,0.0,0,87.27,A+,4,2.0
3005,Polytechnic University of Milan,https://www.polimi.it,Italy,Eastern & Southern Europe,37,1,1,8,0,1,0,0,1,0,0,1,1,10,1,1,1,1,1,1,12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,13.93,0,1,1,0,0,1,0,100,1,0,1,1,1,0,8.3,0,1,1,0,0.0,0.359628595362218,0.0,0,87.26,A+,4,1.0
6521,Walter Sisulu University,https://www.wsu.ac.za,South Africa,Latin America & Africa,38,1,1,10,1,1,0,0,0,1,1,1,1,10,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,19.68,0,1,0,1,0,0,0,90,1,1,1,0,1,0,69.2,0,1,1,0,0.6931471805599453,0.22315710760625374,7.0,0,87.25,A+,5,3.0
1300,Kansas State University,https://www.k-state.edu,United States,North America,39,1,1,2,1,0,0,0,1,0,0,0,1,4,0,1,1,1,1,1,12,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21.0,0,1,1,0,0,0,1,90,1,1,1,1,0,1,100.0,0,1,1,0,0.6931471805599453,-0.45144669977449403,0.0,0,87.11,A+,3,3.0
5134,Charles Darwin University,https://www.cdu.edu.au,Australia,South & Central Asia + Oceania,40,0,1,5,1,0,0,0,1,0,0,0,1,2,1,1,1,0,1,1,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,18.69,0,1,0,1,0,0,0,100,1,0,1,1,1,1,90.9,0,1,0,0,0.0,0.915785338313298,5.0,0,87.07,A+,13,6.0
2302,University of Lausanne,https://www.unil.ch,Switzerland/Austria,Western & Northern Europe,41,1,1,7,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,8,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,21.0,0,1,1,0,0,0,0,90,1,0,1,1,1,1,100.0,0,1,1,0,0.0,0.1616072674915966,0.0,0,87.0,A+,14,
5143,Australian Catholic University,https://www.acu.edu.au,Australia,South & Central Asia + Oceania,42,1,1,7,1,0,0,0,1,0,0,0,1,10,0,1,1,0,1,1,11,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4.86,0,1,1,1,0,1,1,75,1,0,1,1,1,1,64.4,0,1,1,0,0.0,0.18058673912587173,0.0,0,86.93,A+,14,7.0
6324,Tshwane University of Technology,https://www.tut.ac.za,South Africa,Latin America & Africa,43,1,1,4,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,8.2,0,1,1,0,0,0,0,90,1,0,1,1,1,0,100.0,0,1,0,0,0.0,-1.3774700678642082,0.0,0,86.93,A+,6,4.0
5094,North South University,https://www.northsouth.edu,Bangladesh,South & Central Asia + Oceania,44,1,1,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,20,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,4.61,0,1,0,0,0,0,0,75,1,0,1,1,1,1,87.3,0,1,0,0,0.0,-0.3848253041321887,0.0,0,86.82,A+,15,1.0
2191,Vrije Universiteit Brussel,https://www.vub.be,Belgium/Ireland/Iceland,Western & Northern Europe,45,1,1,4,1,1,1,0,0,0,0,0,1,9,0,1,1,1,1,1,12,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,21.0,0,1,1,0,0,1,1,100,1,0,1,1,1,0,97.7,0,1,0,0,0.0,0.4142836520424791,0.0,0,86.82,A+,15,
5016,Jawaharlal Nehru University,https://www.jnu.ac.in,India,South & Central Asia + Oceania,46,1,1,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,18,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,0,0,1,1,100.0,0,1,0,0,0.0,-0.16892589280166126,0.0,0,86.78,A+,16,5.0
5308,KIIT University,https://www.kiit.ac.in,India,South & Central Asia + Oceania,47,1,1,14,1,0,0,1,1,1,2,1,1,10,1,1,1,1,1,1,9,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,9.74,0,1,0,0,0,0,1,90,1,5,1,1,1,1,82.6,0,1,0,0,1.791759469228055,-0.9394831125617098,0.0,0,86.68,A+,17,6.0
1059,Texas A&M University,https://www.tamu.edu,United States,North America,48,1,1,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,12,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,21.0,0,1,1,0,0,0,1,75,1,0,1,1,1,1,100.0,0,1,1,0,0.0,-0.18648458311847335,0.0,0,86.65,A+,4,4.0
3024,University of Parma,https://www.unipr.it,Italy,Eastern & Southern Europe,49,1,1,4,1,1,0,0,0,0,0,0,1,10,1,1,1,1,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,17.4,0,1,1,1,0,1,0,100,1,0,1,1,1,1,43.4,0,1,1,0,0.0,-1.4768744559964342,0.0,0,86.59,A+,5,2.0
3204,Vilnius Gediminas Technical University,https://www.vilniustech.lt,Baltics,Eastern & Southern Europe,50,1,1,1,1,1,0,0,0,0,0,1,1,6,1,1,1,1,1,1,5,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,21.0,0,1,1,0,0,1,1,90,1,1,1,1,1,0,98.3,0,1,0,0,0.6931471805599453,-0.42445000937801036,0.0,0,86.56,A+,6,
5316,Alagappa University,https://www.alagappauniversity.ac.in,India,South & Central Asia + Oceania,51,1,1,14,1,0,0,0,1,1,1,1,1,10,1,1,1,1,1,1,8,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,20.14,0,1,1,1,0,0,0,75,1,0,1,1,1,0,44.2,0,1,1,0,0.0,-0.4399000218904666,0.0,0,86.44,A+,18,7.0
1054,University of Colorado Boulder,https://www.colorado.edu,United States,North America,52,1,1,6,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,18.88,0,1,0,0,0,0,1,90,1,0,1,0,1,0,92.3,0,1,1,0,0.0,-0.7230380484344183,0.0,0,86.36,A+,5,5.0
1099,West Virginia University,https://www.wvu.edu,United States,North America,53,1,1,8,1,0,0,0,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,13.33,0,1,1,0,0,0,0,75,1,0,1,1,1,1,44.4,0,1,0,0,0.0,0.6487986493733762,5.0,0,86.36,A+,5,5.0
6140,University of Port Harcourt,https://www.uniport.edu.ng,Sub-Saharan Africa,Latin America & Africa,54,1,1,6,1,0,0,0,1,0,0,1,1,4,1,1,1,0,1,1,9,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,4.67,0,1,1,0,0,0,0,90,1,0,0,0,1,1,73.5,0,1,0,0,0.0,0.5579242212352727,18.0,0,86.33,A+,7,
5126,University of Newcastle,https://www.newcastle.edu.au,Australia,South & Central Asia + Oceania,55,1,1,8,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1.61,0,0,1,0,0,1,1,75,1,1,1,1,1,1,78.0,0,1,1,0,0.6931471805599453,-0.4561943170852235,0.0,0,86.29,A+,19,8.0
2061,University of Stuttgart,https://www.uni-stuttgart.de,Germany,Western & Northern Europe,56,1,1,3,1,1,0,0,1,0,0,1,1,9,1,1,1,1,1,1,4,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,12.63,0,1,1,0,0,1,0,90,1,0,0,1,1,0,67.6,0,1,1,0,0.0,-0.3869090298731792,0.0,0,86.13,A+,16,4.0
6117,University of South Africa,https://www.unisa.ac.za,South Africa,Latin America & Africa,57,1,1,9,1,0,0,0,0,1,1,1,1,10,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,15.43,0,1,0,0,0,0,0,75,1,0,1,1,0,0,82.9,0,1,0,0,0.0,2.2020276452289838,0.0,0,86.11,A+,8,5.0
2017,Durham University,https://www.durham.ac.uk,United Kingdom,Western & Northern Europe,58,1,1,6,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,15.43,0,1,1,1,0,1,1,100,1,0,1,1,1,1,90.0,0,1,1,0,0.0,0.3529332438933684,0.0,0,85.96,A+,17,6.0
2030,Loughborough University,https://www.lboro.ac.uk,United Kingdom,Western & Northern Europe,59,0,1,4,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,6.66,0,1,0,0,0,1,0,75,1,1,1,1,1,1,0.0,1,1,1,0,0.6931471805599453,-1.3925222417086014,0.0,0,85.93,A+,18,7.0
